influencer_id,influencer_name,username,platform,category,country,followers,engagement_rate,avg_likes,avg_comments,avg_shares,avg_saves,reach,impressions,audience_quality_score,brand_name,brand_industry,target_audience,brand_match_score,campaign_type,campaign_duration_days,sponsored_post_count,estimated_campaign_budget,estimated_clicks,estimated_ctr,estimated_conversions,estimated_sales,estimated_revenue,estimated_roi,growth_tier,growth_score,authenticity_score,fake_follower_probability,campaign_success
INF-05F60EE4,Blake Allen,BlakeAllenVlogs,YouTube,Fitness & Gym,Spain,6624.0,0.0737,360,43,13,50,2721,5739,82.0,MyProtein,Health & Nutrition,20-40 Mixed,0.796,Brand Ambassador,25,1,2800.0,67,0.0247,4,4,148.83,-0.947,Nano,82.4,88.9,0.056,1
INF-C1A0270E,Elijah Martin,ElijahMartinCreates,YouTube,Education & Tutorials,Unknown,3615175.0,0.0223,65156,7300,2374,6818,1027659,1507033,42.8,Grammarly,SaaS,18-40 Mixed,0.782,Unboxing,22,1,110000.0,5755,0.0056,123,123,5125.8,-0.953,Macro,52.8,75.2,0.03,0
INF-3360204B,Aiden Davis,Aiden Studio,YouTube,Health & Wellness,Pakistan,469465.0,0.0188,5692,678,225,1027,163989,319078,49.6,Optimum Nutrition,Health & Nutrition,25-45 Mixed,0.674,Brand Ambassador,52,2,47200.0,820,0.005,17,17,628.96,-0.987,Mid-Tier,50.2,69.5,0.142,0
INF-29DD64DD,Sofia Jones,SofiaJonesDaily,YouTube,Business & Careers,Pakistan,83351626.0,0.011,604171,65402,25264,107025,18953182,25457474,25.0,HubSpot,SaaS,25-50 Mixed,0.634,Live Stream,29,1,594800.0,94766,0.005,986,986,37564.34,-0.937,Mega,34.0,61.0,0.075,0
INF-D3273A1E,Noah Jackson,NoahStudio,YouTube,Lifestyle,Egypt,47142.0,0.0458,1594,184,57,230,12777,25783,83.7,Amazon,E-commerce,22-40 Mixed,0.909,Brand Ambassador,48,1,4600.0,208,0.0163,11,11,513.25,-0.888,Micro,79.5,90.1,0.05,1
INF-594E4940,Emma Lewis,EmmaLewisCreates,YouTube,Fitness & Gym,Russia,320364.0,0.035,7693,852,369,1105,94388,156763,71.3,Adidas,Sports & Fitness,20-40 Mixed,0.745,Channel Membership Drive,73,2,7600.0,717,0.0076,21,21,1421.1,-0.813,Mid-Tier,68.7,83.7,0.074,1
INF-B90BD22D,Mason Baker,MasonBakerVlogs,YouTube,DIY & Crafts,Russia,142438.0,0.022,2154,221,105,349,22973,41935,50.2,DeWalt,Home & Tools,30-55 Mixed,0.961,Unboxing,19,1,28600.0,172,0.0075,5,5,280.84,-0.99,Mid-Tier,57.7,73.2,0.1,1
INF-A5616D75,Zoe Kumar,ZoeKumarTV,YouTube,Health & Wellness,United States,1576101.0,0.0225,24550,3020,949,3635,488844,804882,47.2,Optimum Nutrition,Health & Nutrition,25-45 Mixed,0.679,Short (YouTube Shorts),47,1,73900.0,2884,0.0059,54,54,1944.86,-0.974,Macro,51.3,75.3,0.057,0
INF-A3EA8569,Joseph Johnson,JosephJohnson TV,YouTube,Photography,Ukraine,99135.0,0.0491,3105,447,160,557,37672,68317,83.3,Nikon,Photography & Tech,20-40 Mixed,0.907,Product Review,7,1,2000.0,701,0.0186,37,37,6190.95,2.095,Micro,79.5,92.6,0.022,1
INF-7C3EE657,Jordan Jackson,JordanMedia,YouTube,DIY & Crafts,South Africa,9668.0,0.1129,772,75,33,102,3546,7804,87.3,DeWalt,Home & Tools,30-55 Mixed,0.707,Product Review,81,3,1600.0,113,0.0319,6,6,340.63,-0.787,Nano,82.6,92.8,0.033,1
INF-3ECD21FE,Jordan Moore,JordanMoore,YouTube,Fashion,United States,4640.0,0.048,177,17,7,25,1204,2725,83.7,H&M,Fashion & Apparel,18-35 Female,0.789,Vlog Integration,43,1,3000.0,16,0.0129,1,1,61.01,-0.98,Nano,82.2,85.0,0.103,1
INF-8ED1842B,Taylor Thomas,TaylorTV,YouTube,Tech & Gadgets,South Korea,1730.0,0.0582,87,9,3,9,576,1275,86.6,OnePlus,Consumer Electronics,20-40 Male,0.682,Series Sponsorship,79,1,2000.0,10,0.0174,1,1,110.62,-0.945,Nano,81.4,91.4,0.046,1
INF-1A55C3B1,Aiden Okafor,AidenProductions,YouTube,Travel,Australia,31840657.0,0.0089,198972,22788,9749,32020,10737178,15655803,22.9,Expedia,Travel,25-45 Mixed,0.899,Channel Membership Drive,38,1,362900.0,53686,0.005,531,531,88649.13,-0.756,Mega,28.4,56.7,0.118,0
INF-2DE99F3B,Ava Miller,AvaMillerVlogs,YouTube,Cooking & Recipes,United Kingdom,20570.0,0.058,796,92,42,104,2761,5734,81.8,Nestlé,Food & Beverage,25-50 Mixed,0.67,Short (YouTube Shorts),36,1,9100.0,39,0.0143,1,1,27.57,-0.997,Micro,78.0,89.5,0.049,1
INF-69575725,Logan Park,Logan World,YouTube,Animals & Pets,Saudi Arabia,20233.0,0.0381,540,59,22,81,4705,8497,78.5,Pedigree,Pet Care,22-45 Mixed,0.783,Series Sponsorship,20,1,3700.0,45,0.0096,2,2,77.96,-0.979,Micro,75.4,83.7,0.1,1
INF-CA4D7A52,Harper Silva,HarperSilva,YouTube,Health & Wellness,France,586469.0,0.0213,9334,1129,396,1028,176591,294305,44.4,Calm,Health & Wellness App,25-45 Mixed,0.886,Sponsored Video,55,1,127200.0,1201,0.0068,27,27,621.56,-0.995,Macro,48.2,74.7,0.047,0
INF-91D57243,Maya Brown,MayaBrown Show,YouTube,Education & Tutorials,Mexico,804116.0,0.0292,19102,2110,732,2552,253208,409974,57.3,Skillshare,EdTech,18-40 Mixed,0.849,Short (YouTube Shorts),26,1,42700.0,1621,0.0064,37,37,1752.08,-0.959,Macro,60.9,79.8,0.057,1
INF-7CAA8740,Matthew Scott,MatthewScott Life,YouTube,Sports with a ball,Pakistan,2377072.0,0.024,38828,4240,1700,4601,973378,1472274,46.6,Nike,Sports & Fitness,16-35 Male,0.656,Live Stream,74,4,55000.0,4867,0.005,75,75,4855.68,-0.912,Macro,54.3,75.6,0.05,0
INF-1E612C39,Riley Santos,RileyTV,YouTube,Tech & Gadgets,Thailand,9771.0,0.072,500,50,24,83,1336,3014,88.7,Xiaomi,Consumer Electronics,20-40 Male,0.929,Series Sponsorship,38,1,500.0,34,0.0251,2,2,251.64,-0.497,Nano,83.0,91.2,0.055,1
INF-186F5246,Avery Wilson,AveryWilson Show,YouTube,Food & Cooking,Spain,14774.0,0.0329,320,40,17,42,3358,6181,75.2,Tasty,Food & Beverage,25-45 Mixed,0.679,Vlog Integration,54,1,3000.0,24,0.007,1,1,26.5,-0.991,Micro,72.5,79.7,0.132,1
INF-C47C1B68,Skyler White,SkylerWorld,YouTube,Cooking & Recipes,Pakistan,66850.0,0.0487,2676,225,83,309,18280,39942,80.5,Instant Pot,Home & Kitchen,25-50 Mixed,0.887,Product Review,63,3,8400.0,302,0.0165,15,15,1042.73,-0.876,Micro,78.4,86.6,0.076,1
INF-411075AF,Sofia Martin,SofiaMartinFilms,YouTube,Art/Artists,Netherlands,450240.0,0.0273,9189,947,299,1124,76551,142171,55.3,Canva,Creative Software,20-40 Mixed,0.885,Live Stream,74,4,43300.0,689,0.009,23,23,825.79,-0.981,Mid-Tier,64.9,78.5,0.062,1
INF-FF9FE75C,Daniel Lee,Daniel Studio,YouTube,Cars & Motorbikes,South Korea,75213948.0,0.0183,912197,116628,46090,140554,10155778,14492328,37.4,Bosch,Automotive,22-45 Male,0.907,Live Stream,18,1,85400.0,73122,0.0072,1002,1002,62167.98,-0.272,Mega,45.3,70.7,0.051,0
INF-5E2CA086,Ethan Anderson,EthanAnderson Creates,YouTube,Family,Ukraine,264110.0,0.0319,5428,747,289,710,86870,153524,65.3,Colgate,FMCG,25-45 Female,0.705,Unboxing,38,1,42700.0,764,0.0088,21,21,367.11,-0.991,Mid-Tier,69.8,84.0,0.045,1
INF-121ED776,Casey Lee,CaseyLee Show,YouTube,Art/Artists,Indonesia,3950874.0,0.013,33577,4114,1299,4342,1336154,2295263,34.7,Canva,Creative Software,20-40 Mixed,0.972,Vlog Integration,85,3,143700.0,6681,0.005,136,136,4834.77,-0.966,Macro,38.5,63.5,0.128,0
INF-6571C2D8,Evelyn King,Evelyn,YouTube,Tech & Gadgets,Saudi Arabia,12126.0,0.0435,422,36,18,54,1382,2687,83.6,Apple,Consumer Electronics,20-40 Male,0.764,Vlog Integration,63,3,4100.0,15,0.0111,1,1,129.44,-0.968,Micro,78.3,88.9,0.062,1
INF-6E276D63,Sebastian Baker,Sebastian Vlogs,YouTube,Sports with a ball,Mexico,16984.0,0.0701,781,86,31,122,4675,9599,84.8,Adidas,Sports & Fitness,16-35 Male,0.687,Brand Ambassador,81,1,5300.0,83,0.0178,3,3,195.27,-0.963,Micro,83.0,90.1,0.053,1
INF-6107BA82,Henry Sharma,HenryWorld,YouTube,Gaming,Ukraine,343266.0,0.0109,2738,273,94,428,85572,157528,34.7,Xbox,Gaming,16-30 Male,0.732,Series Sponsorship,78,1,10800.0,428,0.005,8,8,474.22,-0.956,Mid-Tier,41.6,58.2,0.201,0
INF-CD920F01,Harper Clark,Harper Channel,YouTube,Sports with a ball,Turkey,307224.0,0.0232,5054,498,173,679,52008,102792,53.2,Adidas,Sports & Fitness,16-35 Male,0.749,Sponsored Video,54,1,23100.0,296,0.0057,8,8,521.22,-0.977,Mid-Tier,58.3,76.8,0.072,0
INF-F717A7C5,Avery White,AveryWhite Films,YouTube,DIY & Crafts,Indonesia,160613.0,0.0415,5115,550,170,720,27391,47700,77.2,3M,Home & Tools,30-55 Mixed,0.745,Vlog Integration,43,1,28600.0,315,0.0115,10,10,601.39,-0.979,Mid-Tier,74.0,85.4,0.077,1
INF-F0D0B44B,Henry White,HenryWhiteLife,YouTube,Finance & Economics,Colombia,288235.0,0.0267,6535,705,226,665,53005,98236,54.9,PayPal,FinTech,25-45 Male,0.853,Channel Membership Drive,86,2,7500.0,519,0.0098,16,16,506.88,-0.932,Mid-Tier,59.7,80.1,0.041,1
INF-60F45349,Sam Green,SamGreen Life,YouTube,Beauty,Poland,287538.0,0.0221,4809,564,191,658,74444,123608,48.8,NYX,Beauty & Cosmetics,18-30 Female,0.977,Short (YouTube Shorts),20,1,52700.0,640,0.0086,20,20,684.1,-0.987,Mid-Tier,55.6,72.4,0.102,1
INF-4C88CF03,Casey Sharma,CaseyVlogs,YouTube,Health & Wellness,Thailand,62362543.0,0.0127,561723,56275,20824,68710,6848767,9646635,24.4,Optimum Nutrition,Health & Nutrition,25-45 Mixed,0.74,Short (YouTube Shorts),51,1,244500.0,34244,0.005,267,267,10156.98,-0.958,Mega,38.1,63.1,0.037,0
INF-10266804,Wyatt Baker,Wyatt,YouTube,Health & Wellness,Russia,98425829.0,0.0177,1330096,148899,49862,147693,35844261,45925427,30.5,Calm,Health & Wellness App,25-45 Mixed,0.974,Tutorial/How-To,77,3,697500.0,179221,0.005,2025,2025,50964.0,-0.927,Mega,42.5,67.2,0.04,0
INF-77D054E3,Aiden Green,Aiden TV,YouTube,DIY & Crafts,Australia,135927.0,0.0459,4171,538,159,594,52068,99968,78.1,DeWalt,Home & Tools,30-55 Mixed,0.897,Channel Membership Drive,19,1,45900.0,942,0.0181,35,35,1976.77,-0.957,Mid-Tier,78.3,91.7,0.012,1
INF-091DC0EC,Avery Moore,Avery Daily,YouTube,Fitness & Gym,Netherlands,1571021.0,0.0246,29333,2676,1348,4196,167646,284760,46.7,MyProtein,Health & Nutrition,20-40 Mixed,0.679,Tutorial/How-To,39,1,33200.0,1375,0.0082,20,20,730.51,-0.978,Macro,52.0,76.3,0.041,0
INF-E0586543,Ethan Johnson,EthanDaily,YouTube,Cars & Motorbikes,Germany,4900935.0,0.0135,43725,5968,1682,7656,767088,1245341,36.0,GoPro,Consumer Electronics,22-45 Male,0.861,Channel Membership Drive,34,1,29700.0,3835,0.005,71,71,8031.7,-0.73,Macro,41.7,66.5,0.096,0
INF-2D399A1F,David Robinson,DavidRobinson Channel,YouTube,Cinema & Actors/actresses,Canada,270061.0,0.0324,5856,789,221,843,57023,94243,66.6,Disney+,Entertainment,18-45 Mixed,0.712,Short (YouTube Shorts),79,4,27200.0,496,0.0087,15,15,189.02,-0.993,Mid-Tier,66.7,87.2,0.015,1
INF-99CADE34,Quinn Wilson,QuinnStudio,YouTube,Music,Unknown,356112.0,0.0218,5307,565,275,738,77101,143493,51.7,JBL,Consumer Electronics,15-35 Mixed,0.866,Unboxing,13,1,50000.0,409,0.0053,12,12,1553.86,-0.969,Mid-Tier,53.1,69.1,0.158,0
INF-9AAAF7BA,Chris Wilson,ChrisWilsonMedia,YouTube,Comedy,Argentina,32090.0,0.0438,1109,119,46,138,7915,16906,77.2,Mountain Dew,FMCG,16-35 Mixed,0.88,Product Review,41,1,7300.0,120,0.0152,6,6,103.82,-0.986,Micro,79.8,89.5,0.033,1
INF-179C35AE,Joseph Santos,JosephLife,YouTube,Art/Artists,Germany,90871063.0,0.0098,627824,62475,26573,99450,30106059,42132406,22.2,Pantone,Creative,20-40 Mixed,0.767,Short (YouTube Shorts),75,2,426600.0,150530,0.005,1686,1686,52322.87,-0.877,Mega,34.1,56.5,0.113,0
INF-FDFC646D,Skyler Moore,SkylerChannel,YouTube,Music,Italy,490184.0,0.0351,12075,1459,596,1861,131978,232980,70.8,JBL,Consumer Electronics,15-35 Mixed,0.814,Sponsored Video,16,1,10300.0,1703,0.0129,53,53,5860.85,-0.431,Mid-Tier,70.9,85.7,0.05,1
INF-9CAC8978,Jordan Baker,JordanVlogs,YouTube,Cooking & Recipes,Sweden,319429.0,0.0308,6288,723,256,1062,98198,181985,65.8,HelloFresh,Food & Beverage,25-50 Mixed,0.947,Brand Ambassador,84,4,8200.0,943,0.0096,36,36,925.7,-0.887,Mid-Tier,66.3,86.1,0.024,1
INF-CFB05580,Zoe Lee,ZoeLee Productions,YouTube,Cooking & Recipes,Germany,1041.0,0.0552,42,5,2,5,77,177,82.9,HelloFresh,Food & Beverage,25-50 Mixed,0.797,Tutorial/How-To,50,1,1100.0,1,0.0179,0,0,0.0,-1.0,Nano,83.0,84.2,0.109,1
INF-93AA87B1,Aiden Anderson,Aiden Films,YouTube,Cooking & Recipes,Japan,6876.0,0.0424,192,20,7,28,2418,5035,83.3,Instant Pot,Home & Kitchen,25-50 Mixed,0.823,Short (YouTube Shorts),34,1,2500.0,33,0.0136,2,2,149.64,-0.94,Nano,82.8,85.6,0.096,1
INF-6B3C8C7E,Mason Garcia,MasonChannel,YouTube,Travel,Russia,42186.0,0.0433,1533,165,51,179,7558,14676,79.1,Expedia,Travel,25-45 Mixed,0.821,Sponsored Video,8,1,10200.0,110,0.0146,5,5,847.72,-0.917,Micro,77.6,89.6,0.039,1
INF-584CCECA,Harper Young,HarperChannel,YouTube,Comedy,Pakistan,67251618.0,0.0113,494909,59308,26855,77208,17908837,25647589,25.6,Burger King,Fast Food,16-35 Mixed,0.671,Vlog Integration,71,3,541600.0,89544,0.005,931,931,18215.48,-0.966,Mega,31.2,61.2,0.079,0
INF-280506C2,Noah Clark,NoahDaily,YouTube,Health & Wellness,Ukraine,18622.0,0.049,666,75,29,83,2814,6021,80.3,Optimum Nutrition,Health & Nutrition,25-45 Mixed,0.768,Vlog Integration,88,2,11200.0,39,0.014,2,2,81.17,-0.993,Micro,80.4,90.6,0.032,1
INF-58A711C6,Chris Williams,ChrisWilliamsTV,YouTube,DIY & Crafts,Egypt,85060455.0,0.0113,626180,86202,23814,107171,31853206,46748307,24.7,Dremel,Home & Tools,30-55 Mixed,0.894,Short (YouTube Shorts),27,1,748400.0,159266,0.005,2246,2246,124558.29,-0.834,Mega,36.8,62.6,0.048,0
INF-9D642297,Blake Kumar,BlakeKumarChannel,YouTube,Photography,Indonesia,3469987.0,0.0175,39589,4653,1973,7020,1279401,2008628,38.7,Canon,Photography & Tech,20-40 Mixed,0.732,Brand Ambassador,29,1,125700.0,8316,0.0065,136,136,20468.16,-0.837,Macro,46.9,73.5,0.023,0
INF-4253CFAC,Morgan Baker,MorganWorld,YouTube,Finance & Economics,South Korea,131502.0,0.0279,2842,262,128,385,43379,83805,60.4,CoinDCX,FinTech,25-45 Male,0.696,Product Review,39,1,48000.0,273,0.0063,7,7,216.31,-0.995,Mid-Tier,65.8,80.8,0.06,1
INF-73AA7FD9,Carter Santos,CarterSantosWorld,YouTube,Beauty,Colombia,381382.0,0.031,9138,856,410,998,142088,241211,61.8,NYX,Beauty & Cosmetics,18-30 Female,0.914,Channel Membership Drive,72,2,26200.0,1762,0.0124,58,58,2215.86,-0.915,Mid-Tier,68.3,83.2,0.039,1
INF-5B09D0A6,Quinn Young,QuinnYoungMedia,YouTube,Health & Wellness,Thailand,4482474.0,0.0291,83191,10965,3329,13714,1842848,2923177,52.6,Herbalife,Health & Nutrition,25-45 Mixed,0.892,Sponsored Video,11,1,22600.0,12900,0.007,312,312,12563.37,-0.444,Macro,58.0,76.6,0.071,1
INF-47017DD7,River Green,RiverStudio,YouTube,Fashion,Australia,4116.0,0.0516,159,17,5,24,416,935,82.3,H&M,Fashion & Apparel,18-35 Female,0.862,Product Review,71,2,2400.0,6,0.0136,0,0,0.0,-1.0,Nano,82.1,82.3,0.127,1
INF-B9081DF2,Casey Jackson,CaseyJacksonVlogs,YouTube,Music,Poland,74135757.0,0.0129,631207,68613,26217,79914,14229349,18050336,23.1,JBL,Consumer Electronics,15-35 Mixed,0.649,Short (YouTube Shorts),7,1,465000.0,71147,0.005,498,498,60875.15,-0.869,Mega,33.7,62.7,0.027,0
INF-CF7347FC,Isabella Wilson,IsabellaCreates,YouTube,Finance & Economics,United Kingdom,12881203.0,0.0149,165428,15441,4804,17579,2494737,3287249,28.2,Robinhood,FinTech,25-45 Male,0.834,Series Sponsorship,83,3,303500.0,14469,0.0058,166,166,5557.2,-0.982,Mega,39.1,64.3,0.06,0
INF-163545FF,Benjamin Wang,BenjaminFilms,YouTube,DIY & Crafts,Russia,90149.0,0.0279,2000,222,62,250,26226,53947,64.1,DeWalt,Home & Tools,30-55 Mixed,0.621,Vlog Integration,78,1,11100.0,131,0.005,4,4,220.74,-0.98,Micro,65.5,76.7,0.124,0
INF-37F3D83F,Amelia Tremblay,AmeliaTremblayOfficial,YouTube,Cinema & Actors/actresses,Turkey,225572.0,0.0469,8991,789,323,1250,28444,53272,73.9,Amazon Prime,Entertainment,18-45 Mixed,0.939,Brand Ambassador,25,1,41600.0,404,0.0142,14,14,205.16,-0.995,Mid-Tier,75.7,84.1,0.079,1
INF-F082A198,James Brown,JamesTV,YouTube,Finance & Economics,Vietnam,43853.0,0.0644,2118,246,77,301,13523,29339,82.9,Fidelity,FinTech,25-45 Male,0.964,Product Review,9,1,1300.0,343,0.0254,20,20,647.12,-0.502,Micro,80.9,92.9,0.017,1
INF-C0D529C6,Emma Baker,EmmaBakerStudio,YouTube,News & Politics,Spain,188381.0,0.0331,4651,480,151,604,79490,137883,64.8,CNN,Media,30-55 Mixed,0.946,Short (YouTube Shorts),76,1,25500.0,1113,0.014,42,42,689.28,-0.973,Mid-Tier,69.8,85.2,0.029,1
INF-0CF1D5B8,Aiden Santos,AidenChannel,YouTube,Cinema & Actors/actresses,Australia,3575931.0,0.0124,33248,4019,1516,3665,364505,579265,29.7,Amazon Prime,Entertainment,18-45 Mixed,0.923,Series Sponsorship,69,2,27800.0,1823,0.005,31,31,476.8,-0.983,Macro,36.9,63.8,0.081,0
INF-827AAEBF,Emma Jones,EmmaJonesChannel,YouTube,Animals & Pets,Mexico,3186478.0,0.0144,36981,3289,1374,5285,505980,872313,36.6,Royal Canin,Pet Care,22-45 Mixed,0.803,Product Review,57,2,39000.0,3086,0.0061,60,60,2334.02,-0.94,Macro,42.9,65.8,0.111,0
INF-4B5F3E6F,Sebastian Hall,SebastianHallMedia,YouTube,Health & Wellness,Italy,1052938.0,0.0125,10077,1158,460,1341,310048,499002,28.3,Calm,Health & Wellness App,25-45 Mixed,0.829,Series Sponsorship,82,1,129800.0,1581,0.0051,31,31,742.65,-0.994,Macro,39.9,62.7,0.085,0
INF-FF5ABD8D,Leo Martin,LeoMartinVlogs,YouTube,Comedy,Canada,125361.0,0.0375,3087,416,137,412,37605,68496,75.7,Pepsi,FMCG,16-35 Mixed,0.685,Brand Ambassador,80,1,10200.0,312,0.0083,9,9,158.63,-0.984,Mid-Tier,70.8,85.2,0.074,1
INF-4DEC4942,Liam Clark,LiamChannel,YouTube,Travel,Netherlands,8235.0,0.0542,298,37,12,47,695,1664,84.3,TripAdvisor,Travel,25-45 Mixed,0.914,Series Sponsorship,46,1,1200.0,11,0.0163,1,1,168.93,-0.859,Nano,81.6,86.2,0.093,1
INF-6A30FA63,Emma Green,EmmaFilms,YouTube,Art/Artists,Germany,1019385.0,0.0194,13201,1654,566,2058,233735,386388,44.7,Adobe,Creative Software,20-40 Mixed,0.871,Product Review,31,1,70300.0,1169,0.005,26,26,947.62,-0.987,Macro,49.3,72.6,0.075,0
INF-73562556,Emma Jackson,EmmaJacksonWorld,YouTube,Education & Tutorials,United Kingdom,2944445.0,0.0217,51918,5861,1643,7564,388034,598577,41.2,Udemy,EdTech,18-40 Mixed,0.652,Series Sponsorship,26,1,118500.0,2483,0.0064,43,43,1978.96,-0.983,Macro,47.8,72.0,0.061,0
INF-1B53539F,Drew Thomas,DrewVlogs,YouTube,Business & Careers,Nigeria,3701583.0,0.02,62042,6704,1946,7080,1112013,1729216,40.3,Salesforce,SaaS,25-50 Mixed,0.703,Short (YouTube Shorts),9,1,178900.0,5560,0.005,95,95,3441.33,-0.981,Macro,46.6,71.4,0.062,0
INF-04968BE1,Maya Wright,MayaWrightProductions,YouTube,Beauty,India,81083506.0,0.0146,869249,84532,37337,96927,18688786,26014689,29.7,Fenty Beauty,Beauty & Cosmetics,18-30 Female,0.856,Brand Ambassador,10,1,154600.0,93444,0.005,1028,1028,39130.35,-0.747,Mega,37.5,66.0,0.05,0
INF-6261680C,Sage Davis,SageDavisCreates,YouTube,Business & Careers,Thailand,3087508.0,0.0311,71515,8155,2749,9086,239608,391344,56.0,Monday.com,SaaS,25-50 Mixed,0.679,Series Sponsorship,34,1,66700.0,1342,0.0056,23,23,966.31,-0.986,Macro,63.0,79.1,0.059,0
INF-6E77075F,Liam Hall,LiamHall Show,YouTube,News & Politics,Nigeria,298795.0,0.0325,6799,801,250,960,26654,45383,62.4,Reuters,Media,30-55 Mixed,0.872,Series Sponsorship,78,4,55000.0,301,0.0113,10,10,156.65,-0.997,Mid-Tier,67.9,81.1,0.066,1
INF-BE4FDD72,James Johnson,JamesJohnsonTV,YouTube,Art/Artists,Nigeria,845.0,0.0806,54,6,2,8,169,338,87.9,Adobe,Creative Software,20-40 Mixed,0.829,Short (YouTube Shorts),62,2,300.0,5,0.0273,0,0,0.0,-1.0,Nano,85.3,90.8,0.056,1
INF-CA502132,Ethan Johnson,EthanFilms,YouTube,Fitness & Gym,Canada,6037.0,0.0465,206,24,9,27,1530,3069,83.5,Under Armour,Sports & Fitness,20-40 Mixed,0.708,Product Review,56,3,400.0,20,0.013,1,1,67.87,-0.83,Nano,81.3,84.8,0.105,1
INF-E7A2FC50,Joseph Okafor,JosephOkafor Daily,YouTube,Family,United States,80166.0,0.0515,3358,335,130,355,20483,41210,84.3,Fisher-Price,Baby & Family,25-45 Female,0.907,Sponsored Video,38,1,4100.0,385,0.0188,20,20,880.43,-0.785,Micro,81.8,92.2,0.03,1
INF-9370ED12,Blake Baker,Blake Studio,YouTube,Fitness & Gym,South Africa,449682.0,0.025,8858,980,315,1164,36761,64584,56.5,MyProtein,Health & Nutrition,20-40 Mixed,0.676,Sponsored Video,79,4,43500.0,221,0.006,5,5,199.97,-0.995,Mid-Tier,61.6,77.5,0.08,0
INF-7EA39B31,Quinn King,QuinnKingMedia,YouTube,Lifestyle,Unknown,223938.0,0.0413,6745,735,259,810,32163,58592,78.4,Pepsi,FMCG,22-40 Mixed,0.793,Live Stream,32,1,32700.0,328,0.0102,9,9,163.62,-0.995,Mid-Tier,74.9,85.9,0.076,1
INF-1740F15D,Elijah Tremblay,ElijahTremblayMedia,YouTube,Fitness & Gym,Egypt,7307.0,0.0629,338,31,13,46,2157,4633,85.1,MyProtein,Health & Nutrition,20-40 Mixed,0.716,Brand Ambassador,64,2,2000.0,35,0.016,2,2,78.14,-0.961,Nano,81.5,87.7,0.08,1
INF-6E8EA53E,Riley Hall,RileyHallOfficial,YouTube,DIY & Crafts,India,54402791.0,0.0119,438592,52065,21183,76099,22623960,32927292,26.9,DeWalt,Home & Tools,30-55 Mixed,0.695,Channel Membership Drive,57,3,277100.0,113120,0.005,1256,1256,72454.83,-0.739,Mega,33.5,64.9,0.038,0
INF-5DF24096,Sam Brown,SamBrown Show,YouTube,Cars & Motorbikes,Ukraine,35020.0,0.051,1239,148,58,171,13639,25199,81.0,Shell,Automotive,22-45 Male,0.771,Live Stream,23,1,4700.0,236,0.0173,11,11,630.3,-0.866,Micro,78.7,92.6,0.014,1
INF-13286820,Owen Baker,OwenStudio,YouTube,News & Politics,Indonesia,2355111.0,0.0282,45814,5674,1609,7840,1009271,1768700,55.2,CNN,Media,30-55 Mixed,0.865,Short (YouTube Shorts),35,1,22300.0,6762,0.0067,157,157,2353.99,-0.894,Macro,56.9,79.1,0.055,1
INF-6BAC0559,Jackson Jones,JacksonDaily,YouTube,News & Politics,Argentina,14757.0,0.0621,640,68,27,98,2378,4699,84.8,CNN,Media,30-55 Mixed,0.928,Vlog Integration,88,1,6400.0,53,0.0224,3,3,44.4,-0.993,Micro,82.5,90.8,0.046,1
INF-ECAADCE8,Wyatt Young,Wyatt Productions,YouTube,Travel,India,7062.0,0.0752,341,43,14,44,2755,5822,88.7,Airbnb,Travel,25-45 Mixed,0.786,Live Stream,29,1,1000.0,65,0.0235,4,4,758.27,-0.242,Nano,81.3,90.4,0.063,1
INF-C73AD4A4,Drew Li,Drew Life,YouTube,DIY & Crafts,Philippines,62221.0,0.0476,2495,252,82,293,13532,26866,82.6,Dremel,Home & Tools,30-55 Mixed,0.905,Live Stream,48,1,10700.0,215,0.0159,11,11,546.8,-0.949,Micro,82.2,88.1,0.067,1
INF-5946E5C8,Ava Martin,AvaTV,YouTube,Gaming,Netherlands,61934412.0,0.0143,609290,77865,27124,100989,14647704,18515130,32.1,Xbox,Gaming,16-30 Male,0.723,Sponsored Video,51,2,508100.0,73239,0.005,835,835,42149.13,-0.917,Mega,37.5,67.0,0.058,0
INF-482D818A,Mason Young,MasonYoungWorld,YouTube,Education & Tutorials,Ukraine,2772.0,0.0693,130,15,5,15,549,1118,82.2,Udemy,EdTech,18-40 Mixed,0.726,Tutorial/How-To,13,1,2600.0,12,0.0217,1,1,49.71,-0.981,Nano,82.5,90.6,0.039,1
INF-97C26AE6,Blake Kumar,BlakeDaily,YouTube,Gaming,Turkey,96971.0,0.0506,4219,413,142,545,14576,28708,77.7,SteelSeries,Gaming,16-30 Male,0.926,Brand Ambassador,72,2,4600.0,294,0.0202,15,15,823.53,-0.821,Micro,81.6,90.2,0.027,1
INF-A63860CE,Blake Smith,BlakeSmithCreates,YouTube,Photography,Russia,1937.0,0.0857,110,13,5,14,365,793,87.2,Adobe,Creative Software,20-40 Mixed,0.911,Live Stream,7,1,2800.0,11,0.0295,1,1,36.34,-0.987,Nano,81.2,92.6,0.035,1
INF-8D2C3592,Carter Hall,Carter Daily,YouTube,Science & Technology,Mexico,52168729.0,0.0166,624355,74678,24897,89980,6152115,8288088,28.0,IBM,Enterprise Tech,20-40 Male,0.669,Unboxing,54,1,94300.0,30761,0.005,351,351,30322.68,-0.678,Mega,38.9,63.0,0.077,0
